Date,Last trade price,Max,Min,Avg.,Price %chg.,Volume,Turnover in BEST in denars,Total turnover in denars,Close,RSI,RSI_Signal,Stoch_K,Stoch_D,Stoch_Signal,WilliamsR,WilliamsR_Signal,CCI,CCI_Signal,MFI,MFI_Signal
2019-05-03,120.0,120.0,120.0,"120,00","0,00",2.506,300.72,300.72,120.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2022-01-25,185.0,185.0,185.0,"185,00","54,17",366.0,67.71,67.71,185.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
