Date,Close,Max,Min,Volume,RSI,RSI_Signal,Stoch_K,Stoch_D,Stoch_Signal,WilliamsR,WilliamsR_Signal,CCI,CCI_Signal,MFI,MFI_Signal
2014-12-04,30.0,30.0,30.0,1055.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2015-02-02,30.0,30.0,30.0,30.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2015-04-03,30.0,30.0,30.0,23.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2015-05-03,30.0,30.0,30.0,1.247,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2015-06-02,30.0,30.0,30.0,18.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2015-10-30,30.0,30.0,30.0,13.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2015-11-29,30.0,30.0,30.0,24.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2016-02-27,30.0,30.0,30.0,50.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2016-03-28,30.0,30.0,30.0,1.922,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2016-10-24,30.0,30.0,30.0,15.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2016-12-23,30.0,30.0,30.0,4.899,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2017-03-23,30.0,30.0,30.0,735.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2017-06-21,30.0,30.0,30.0,1.237,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2017-07-21,30.0,30.0,30.0,99.0,100.0,SELL,,,HOLD,,HOLD,,HOLD,,HOLD
2017-10-19,30.0,30.0,30.0,100.0,100.0,SELL,,,HOLD,,HOLD,,HOLD,,HOLD
2017-11-18,30.0,30.0,30.0,8.932,100.0,SELL,,,HOLD,,HOLD,,HOLD,,HOLD
2018-01-17,30.0,30.0,30.0,44.0,100.0,SELL,,,HOLD,,HOLD,,HOLD,,HOLD
2018-04-17,30.0,30.0,30.0,21.0,100.0,SELL,,,HOLD,,HOLD,,HOLD,,HOLD
2018-05-17,30.0,30.0,30.0,498.0,100.0,SELL,,,HOLD,,HOLD,,HOLD,,HOLD
2018-06-16,30.0,30.0,30.0,25.0,100.0,SELL,,,HOLD,,HOLD,,HOLD,,HOLD
