Date,Last trade price,Max,Min,Avg.,Price %chg.,Volume,Turnover in BEST in denars,Total turnover in denars,Close,RSI,RSI_Signal,Stoch_K,Stoch_D,Stoch_Signal,WilliamsR,WilliamsR_Signal,CCI,CCI_Signal,MFI,MFI_Signal,SMA,EMA,WMA,SMA_Signal,EMA_Signal,WMA_Signal
2014-11-24,600.0,600.0,600.0,"600,00","6,19",75.0,45.0,45.0,600.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-04-21,600.0,600.0,600.0,"600,00","0,00",120.0,72.0,72.0,600.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-07-21,600.0,600.0,600.0,"600,00","0,00",40.0,24.0,24.0,600.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2017-08-15,1000.0,1000.0,1000.0,"1.000,00","66,67",24.0,24.0,24.0,1000.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2017-08-16,1000.0,1000.0,1000.0,"1.000,00","0,00",75.0,75.0,75.0,1000.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2018-02-20,800.0,800.0,800.0,"800,00","-20,00",210.0,168.0,168.0,800.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2018-04-25,800.0,800.0,800.0,"800,00","0,00",200.0,160.0,160.0,800.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2018-05-16,886.0,886.0,886.0,"886,00","10,75",153.0,135.558,135.558,886.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2018-05-30,886.0,886.0,886.0,"886,00","0,00",10.0,8.86,8.86,886.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2018-08-17,2006.0,2006.0,2006.0,"2.006,00","126,41",30.0,60.18,60.18,2006.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2018-08-20,2000.0,2000.0,2000.0,"2.000,00","-0,30",15.0,30.0,30.0,2000.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2018-08-21,2000.0,2000.0,2000.0,"2.000,00","0,00",9.0,18.0,18.0,2000.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2018-08-22,1999.0,1999.0,1999.0,"1.999,00","-0,05",37.0,73.963,73.963,1999.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2018-09-06,2000.0,2000.0,2000.0,"2.000,00","0,05",104.0,208.0,208.0,2000.0,90.275344168778,SELL,99.57325746799431,,SELL,-0.4267425320056899,SELL,,HOLD,61.13154047228745,HOLD,1226.9285714285713,1396.3594332842447,1505.8000000000002,BUY,BUY,BUY
2018-09-07,2000.0,2000.0,2000.0,"2.000,00","0,00",87.0,174.0,174.0,2000.0,90.275344168778,SELL,99.57325746799431,,SELL,-0.4267425320056899,SELL,,HOLD,61.13154047228745,HOLD,1326.9285714285713,1476.8448421796788,1608.8761904761907,BUY,BUY,BUY
2018-09-10,2000.0,2000.0,2000.0,"2.000,00","0,00",7.0,14.0,14.0,2000.0,90.275344168778,SELL,99.57325746799431,99.57325746799431,SELL,-0.4267425320056899,SELL,,HOLD,61.13154047228745,HOLD,1426.9285714285713,1546.5988632223884,1698.619047619048,BUY,BUY,BUY
2018-09-12,2000.0,2000.0,2000.0,"2.000,00","0,00",10.0,20.0,20.0,2000.0,90.275344168778,SELL,99.50248756218906,99.54966749939256,SELL,-0.4975124378109453,SELL,,HOLD,61.13154047228745,HOLD,1526.9285714285713,1607.05234812607,1775.0285714285717,BUY,BUY,BUY
