Date,Last trade price,Max,Min,Avg.,Price %chg.,Volume,Turnover in BEST in denars,Total turnover in denars,Close,RSI,RSI_Signal,Stoch_K,Stoch_D,Stoch_Signal,WilliamsR,WilliamsR_Signal,CCI,CCI_Signal,MFI,MFI_Signal,SMA,EMA,WMA,SMA_Signal,EMA_Signal,WMA_Signal
2015-02-04,200.0,200.0,200.0,"200,00","-20,00",70.0,14.0,14.0,200.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-04-16,200.0,200.0,200.0,"200,00","0,00",5.0,1.0,1.0,200.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-05-21,100.0,100.0,100.0,"100,00","-50,00",15.0,1.5,1.5,100.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-06-04,150.0,150.0,150.0,"150,00","50,00",166.0,24.9,24.9,150.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-09-10,100.0,100.0,100.0,"100,00","-33,33",50.0,5.0,5.0,100.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-09-23,100.0,100.0,100.0,"100,00","0,00",11.0,1.1,1.1,100.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-09-24,103.0,103.0,103.0,"103,00","3,00",330.0,33.99,33.99,103.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-10-02,103.0,103.0,103.0,"103,00","0,00",8.0,824.0,824.0,103.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2016-03-22,100.0,100.0,100.0,"100,00","-2,91",100.0,10.0,10.0,100.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2016-04-26,100.0,100.0,100.0,"100,00","0,00",192.0,19.2,19.2,100.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2016-06-23,94.0,94.0,94.0,"94,00","-6,00",50.0,4.7,4.7,94.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2016-09-23,127.0,127.0,127.0,"127,00","35,11",70.0,8.89,8.89,127.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2017-03-21,131.0,131.0,131.0,"131,00","3,15",46.0,6.026,6.026,131.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2017-05-23,134.0,134.0,134.0,"134,00","2,29",116.0,15.544,15.544,134.0,44.1816292934133,HOLD,37.735849056603776,,HOLD,-62.264150943396224,HOLD,,HOLD,80.82315694255993,SELL,124.42857142857143,130.16561381767835,116.01904761904763,BUY,BUY,BUY
2017-09-01,250.0,250.0,250.0,"250,00","86,57",17.0,4.25,4.25,250.0,70.74536278482582,SELL,100.0,,SELL,-0.0,SELL,,HOLD,81.53310104529616,SELL,128.0,146.14353197532125,132.76190476190476,BUY,BUY,BUY
2017-09-05,335.0,335.0,335.0,"335,00","34,00",20.0,6.7,6.7,335.0,78.73227103746187,SELL,100.0,79.24528301886792,SELL,-0.0,SELL,,HOLD,82.55144032921811,SELL,137.64285714285714,171.32439437861174,160.36190476190475,BUY,BUY,BUY
