Date,Last trade price,Max,Min,Avg.,Price %chg.,Volume,Turnover in BEST in denars,Total turnover in denars,Close,RSI,RSI_Signal,Stoch_K,Stoch_D,Stoch_Signal,WilliamsR,WilliamsR_Signal,CCI,CCI_Signal,MFI,MFI_Signal
2023-06-01,3000.0,3000.0,3000.0,"3.000,00","695,76",315.0,945.0,945.0,3000.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2023-06-14,3027.0,3027.0,3027.0,"3.027,00","0,90",105.0,317.835,317.835,3027.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
