Date,Last trade price,Max,Min,Avg.,Price %chg.,Volume,Turnover in BEST in denars,Total turnover in denars,Close,RSI,RSI_Signal,Stoch_K,Stoch_D,Stoch_Signal,WilliamsR,WilliamsR_Signal,CCI,CCI_Signal,MFI,MFI_Signal
2015-05-12,185.0,185.0,185.0,"185,00","-85,21",400.0,74.0,74.0,185.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2016-02-02,185.0,185.0,185.0,"185,00","0,00",78.0,14.43,14.43,185.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2024-03-11,185.0,185.0,185.0,"185,00","0,00",400.0,74.0,74.0,185.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2024-09-13,185.0,185.0,185.0,"185,00","0,00",139.0,25.715,25.715,185.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
