Date,Last trade price,Max,Min,Avg.,Price %chg.,Volume,Turnover in BEST in denars,Total turnover in denars,Close,RSI,RSI_Signal,Stoch_K,Stoch_D,Stoch_Signal,WilliamsR,WilliamsR_Signal,CCI,CCI_Signal,MFI,MFI_Signal
2015-04-27,5000.0,5000.0,5000.0,"5.000,00","0,00",21.0,105.0,105.0,5000.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2021-07-30,2500.0,2500.0,2500.0,"2.500,00","-50,00",6.0,15.0,15.0,2500.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2021-09-13,3208.0,3208.0,3208.0,"3.208,00","28,32",13.0,41.704,41.704,3208.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2021-11-03,3112.0,3112.0,3112.0,"3.112,00","-2,99",49.0,152.488,152.488,3112.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2021-11-05,3019.0,3019.0,3019.0,"3.019,00","-2,99",75.0,226.425,226.425,3019.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2021-11-26,2929.0,2929.0,2929.0,"2.929,00","-2,98",16.0,46.864,46.864,2929.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2022-02-23,2899.0,2899.0,2899.0,"2.899,00","-1,02",6.0,17.394,17.394,2899.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2022-05-16,2899.0,2899.0,2899.0,"2.899,00","0,00",24.0,69.576,69.576,2899.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2022-06-16,2850.0,2850.0,2850.0,"2.850,00","-1,69",36.0,102.6,102.6,2850.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2022-09-13,2000.0,2000.0,2000.0,"2.000,00","-29,82",49.0,98.0,98.0,2000.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2022-11-10,2060.0,2060.0,2060.0,"2.060,00","3,00",39.0,80.34,80.34,2060.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2022-11-29,2100.0,2100.0,2100.0,"2.100,00","1,94",27.0,56.7,56.7,2100.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2022-12-23,2500.0,2500.0,2500.0,"2.500,00","19,05",8.0,20.0,20.0,2500.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2023-02-07,2504.0,2504.0,2504.0,"2.504,00","0,16",61.0,152.744,152.744,2504.0,29.376612086379552,BUY,16.8,,BUY,-83.2,BUY,,HOLD,34.79187020358145,HOLD
2023-02-08,2605.0,2605.0,2605.0,"2.605,00","4,03",13.0,33.865,33.865,2605.0,32.18599437514557,HOLD,50.08278145695364,,HOLD,-49.91721854304636,HOLD,,HOLD,36.9068233274975,HOLD
2023-02-23,3050.0,3050.0,3050.0,"3.050,00","17,08",39.0,118.95,118.95,3050.0,42.953489780837664,HOLD,86.9205298013245,51.26777041942605,SELL,-13.079470198675496,SELL,,HOLD,43.926001285631415,HOLD
2023-02-24,3100.0,3100.0,3100.0,"3.100,00","1,64",21.0,65.1,65.1,3100.0,44.028850576920846,HOLD,98.92086330935251,78.64139152254354,SELL,-1.079136690647482,SELL,,HOLD,45.04588252366685,HOLD
2023-03-14,3650.0,3650.0,3650.0,"3.650,00","17,74",50.0,182.5,182.5,3650.0,54.24603479280493,HOLD,100.0,95.28046437022567,SELL,-0.0,SELL,,HOLD,59.11024884267929,HOLD
2023-06-15,2800.0,2800.0,2800.0,"2.800,00","-23,29",224.0,627.2,627.2,2800.0,41.60565146673737,HOLD,48.484848484848484,82.468570598067,HOLD,-51.515151515151516,HOLD,,HOLD,44.32491167147343,HOLD
2023-06-26,2716.0,2716.0,2716.0,"2.716,00","-3,00",5.0,13.58,13.58,2716.0,40.59883375250255,HOLD,43.39393939393939,63.95959595959596,HOLD,-56.60606060606061,HOLD,-25.764386668286587,HOLD,45.265214888975144,HOLD
2023-12-01,2750.0,2750.0,2750.0,"2.750,00","1,25",8.0,22.0,22.0,2750.0,41.218875209191104,HOLD,45.45454545454545,45.77777777777777,HOLD,-54.54545454545455,HOLD,-2.6748083142846877,HOLD,46.53080652448971,HOLD
2024-02-07,3500.0,3500.0,3500.0,"3.500,00","27,27",10.0,35.0,35.0,3500.0,52.8984705323789,HOLD,90.9090909090909,59.91919191919192,SELL,-9.090909090909092,SELL,139.81299287664547,SELL,47.69420712318139,HOLD
2024-02-08,3500.0,3500.0,3500.0,"3.500,00","0,00",36.0,126.0,126.0,3500.0,52.8984705323789,HOLD,90.9090909090909,75.75757575757576,SELL,-9.090909090909092,SELL,131.56955626927905,SELL,50.94353905333341,HOLD
2024-02-09,4000.0,4000.0,4000.0,"4.000,00","14,29",15.0,60.0,60.0,4000.0,59.17092543269034,HOLD,100.0,93.93939393939394,SELL,-0.0,SELL,196.39733716225032,SELL,56.34951181181747,HOLD
2024-02-23,4299.0,4299.0,4299.0,"4.299,00","7,48",8.0,34.392,34.392,4299.0,62.39588160210749,HOLD,100.0,96.96969696969695,SELL,-0.0,SELL,199.76630807042986,SELL,54.93909767086653,HOLD
2024-03-26,3802.0,3802.0,3802.0,"3.802,00","-11,56",8.0,30.416,30.416,3802.0,54.66648933243959,HOLD,72.37354085603113,90.79118028534371,HOLD,-27.626459143968873,HOLD,108.24749049479685,SELL,51.91134209853218,HOLD
2024-06-14,3601.0,3601.0,3601.0,"3.601,00","-5,29",19.0,68.419,68.419,3601.0,51.8680634515463,HOLD,61.1142061281337,77.82924899472161,HOLD,-38.8857938718663,HOLD,72.79201483880169,HOLD,48.786012134339124,HOLD
2024-06-25,3600.0,3600.0,3600.0,"3.600,00","-0,03",16.0,57.6,57.6,3600.0,51.8538414020701,HOLD,58.73671782762692,64.07482160393057,HOLD,-41.26328217237308,HOLD,65.45422127128468,HOLD,40.904225431460716,HOLD
2024-07-04,3780.0,3780.0,3780.0,"3.780,00","5,00",30.0,113.4,113.4,3780.0,54.28375000760147,HOLD,67.21415034744156,62.35502476773406,HOLD,-32.78584965255843,HOLD,77.65386907295482,HOLD,44.194386363302264,HOLD
2024-07-10,3800.0,3800.0,3800.0,"3.800,00","0,53",100.0,380.0,380.0,3800.0,54.55817661729627,HOLD,68.47757422615287,64.80948080040712,HOLD,-31.522425773847125,HOLD,72.16591756998915,HOLD,52.81654254510072,HOLD
2024-07-11,3800.0,3800.0,3800.0,"3.800,00","0,00",155.0,589.0,589.0,3800.0,54.55817661729627,HOLD,68.47757422615287,68.0564329332491,HOLD,-31.522425773847125,HOLD,65.92691948136408,HOLD,50.92572700517758,HOLD
2024-07-19,3700.0,3700.0,3700.0,"3.700,00","-2,63",166.0,614.2,614.2,3700.0,52.722929600826596,HOLD,62.160454832596336,66.37186776163402,HOLD,-37.839545167403664,HOLD,48.23738657996029,HOLD,31.358321414137777,HOLD
2024-07-26,3700.0,3700.0,3700.0,"3.700,00","0,00",46.0,170.2,170.2,3700.0,52.722929600826596,HOLD,62.160454832596336,64.26616129711518,HOLD,-37.839545167403664,HOLD,43.85693612374332,HOLD,45.12168239903654,HOLD
2024-08-23,3700.0,3700.0,3700.0,"3.700,00","0,00",10.0,37.0,37.0,3700.0,52.722929600826596,HOLD,61.32989025177534,61.88359997232268,HOLD,-38.67010974822466,HOLD,39.73018078237086,HOLD,45.55459235976141,HOLD
2024-08-26,3700.0,3700.0,3700.0,"3.700,00","0,00",110.0,407.0,407.0,3700.0,52.722929600826596,HOLD,25.031289111389235,49.50721139858697,HOLD,-74.96871088861076,HOLD,35.12627958564827,HOLD,44.69498581554685,HOLD
2024-08-27,3700.0,3700.0,3700.0,"3.700,00","0,00",146.0,540.2,540.2,3700.0,52.722929600826596,HOLD,25.031289111389235,37.13082282485127,HOLD,-74.96871088861076,HOLD,31.20197768423864,HOLD,43.27004689983341,HOLD
2024-09-13,3702.0,3702.0,3702.0,"3.702,00","0,05",19.0,70.338,70.338,3702.0,52.768956914525596,HOLD,14.592274678111588,21.55161763363002,BUY,-85.4077253218884,BUY,27.81917536015897,HOLD,46.062858482675594,HOLD
2024-09-16,3700.0,3700.0,3700.0,"3.700,00","-0,05",24.0,88.8,88.8,3700.0,52.713688988814674,HOLD,14.30615164520744,17.97657181156942,BUY,-85.69384835479256,BUY,26.57766240187898,HOLD,41.03624881223136,HOLD
2024-09-18,3699.0,3699.0,3699.0,"3.699,00","-0,03",119.0,440.181,440.181,3699.0,52.68397726174869,HOLD,49.00990099009901,25.969442437806013,HOLD,-50.99009900990099,HOLD,19.017163337504492,HOLD,30.25393993841213,HOLD
2024-09-24,3699.0,3699.0,3690.0,"3.696,66","-0,06",50.0,184.833,184.833,3699.0,52.68397726174869,HOLD,49.5,37.60535087843548,HOLD,-50.5,HOLD,4.298171589310909,HOLD,27.939108050698366,HOLD
2024-09-25,3699.0,3699.0,3695.0,"3.696,18","-0,01",197.0,728.148,728.148,3699.0,52.68397726174869,HOLD,49.5,49.33663366336634,HOLD,-50.5,HOLD,-22.366522366522542,HOLD,48.25595479205376,HOLD
2024-09-26,3900.0,3900.0,3699.0,"3.774,50","2,12",40.0,150.98,150.98,3900.0,58.54923551533979,HOLD,100.0,66.33333333333333,SELL,-0.0,SELL,51.867100376615085,HOLD,52.11859039151545,HOLD
2024-10-03,3700.0,3700.0,3700.0,"3.700,00","-1,97",166.0,614.2,614.2,3700.0,51.68402502821844,HOLD,4.761904761904762,51.42063492063492,BUY,-95.23809523809524,BUY,-40.70416295124823,HOLD,40.68371075650439,HOLD
2024-10-24,3700.0,3700.0,3700.0,"3.700,00","0,00",19.0,70.3,70.3,3700.0,51.68402502821844,HOLD,4.761904761904762,36.507936507936506,BUY,-95.23809523809524,BUY,-36.050674381432025,HOLD,32.895868839197504,HOLD
