Date,Close,Max,Min,Volume,RSI,RSI_Signal,Stoch_K,Stoch_D,Stoch_Signal,WilliamsR,WilliamsR_Signal,CCI,CCI_Signal,MFI,MFI_Signal,SMA,EMA,WMA,SMA_Signal,EMA_Signal,WMA_Signal
2014-11-13,8505.0,8505.0,8400.0,258.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2014-12-13,9001.0,9001.0,8600.0,106.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-01-12,9001.0,9001.0,8601.0,40.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-02-11,8860.0,8860.0,8611.0,156.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-03-13,8860.0,8860.0,8630.0,302.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-04-12,8860.0,8860.0,8860.0,133.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-05-12,8800.0,8860.0,8600.0,535.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-06-11,8500.0,8500.0,8100.0,27.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-07-11,8600.0,8600.0,8351.0,42.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-08-10,8600.0,8600.0,8200.0,100.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-09-09,8750.0,8750.0,8600.0,231.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-10-09,8500.0,8600.0,8500.0,62.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-11-08,8500.0,8500.0,8350.0,67.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD,,,,HOLD,HOLD,HOLD
2015-12-08,9000.0,9000.0,8499.0,309.0,63.612446977944444,HOLD,99.88901220865705,,SELL,-0.11098779134295228,SELL,,HOLD,55.42871238716532,HOLD,8738.357142857143,8683.704249554245,8706.285714285714,BUY,BUY,BUY
2016-01-07,8800.0,9000.0,8800.0,84.0,55.150460852780114,HOLD,77.6914539400666,,HOLD,-22.308546059933406,HOLD,,HOLD,57.15885761590985,HOLD,8759.42857142857,8699.210349613679,8714.504761904762,BUY,BUY,BUY
2016-02-06,8500.0,8999.0,8250.0,74.0,45.39562160908304,HOLD,44.39511653718091,73.99186089530151,HOLD,-55.60488346281909,HOLD,,HOLD,53.10366133040221,HOLD,8723.642857142857,8672.648969665188,8679.914285714287,SELL,SELL,SELL
2016-03-07,8500.0,8750.0,8440.0,119.0,45.39562160908304,HOLD,44.44444444444444,55.510338307230654,HOLD,-55.55555555555556,HOLD,,HOLD,49.48418659899307,HOLD,8687.857142857143,8649.629107043163,8650.095238095239,SELL,SELL,SELL
2016-04-06,8150.0,8150.0,8000.0,46.0,36.629326923605944,HOLD,15.0,34.61318699387512,BUY,-85.0,BUY,,HOLD,52.142737942197385,HOLD,8637.142857142857,8583.011892770743,8578.380952380952,SELL,SELL,SELL
2016-05-06,8000.0,8000.0,7650.0,36.0,33.6318189130869,HOLD,25.925925925925927,28.456790123456788,HOLD,-74.07407407407408,HOLD,,HOLD,43.383124630915944,HOLD,8575.714285714286,8505.276973734644,8493.428571428572,SELL,SELL,SELL
2016-06-05,8000.0,8000.0,7999.0,37.0,33.6318189130869,HOLD,25.925925925925927,22.28395061728395,HOLD,-74.07407407407408,HOLD,-165.02831655858463,BUY,40.11766176695452,HOLD,8514.285714285714,8437.906710570025,8416.666666666668,SELL,SELL,SELL
2016-07-05,8000.0,8000.0,8000.0,28.0,33.6318189130869,HOLD,25.925925925925927,25.925925925925927,HOLD,-74.07407407407408,HOLD,-141.89049745542067,BUY,58.68654750961274,HOLD,8457.142857142857,8379.51914916069,8348.095238095237,SELL,SELL,SELL
2016-08-04,8100.0,8150.0,8000.0,24.0,37.86558097469825,HOLD,33.333333333333336,28.395061728395063,HOLD,-66.66666666666667,HOLD,-104.84975259793136,BUY,60.654717519165175,HOLD,8428.57142857143,8342.249929272597,8300.47619047619,SELL,SELL,SELL
2016-09-03,8343.0,8343.0,8100.0,64.0,46.75435000730431,HOLD,51.333333333333336,36.864197530864196,HOLD,-48.666666666666664,HOLD,-52.89316007364568,HOLD,61.26771484671017,HOLD,8410.214285714286,8342.349938702917,8289.066666666666,SELL,BUY,BUY
2016-10-03,8200.0,8343.0,8100.0,55.0,42.86787579332685,HOLD,40.74074074074074,41.802469135802475,HOLD,-59.25925925925926,HOLD,-57.70144794690301,HOLD,63.55350026985099,HOLD,8381.642857142857,8323.369946875862,8261.038095238095,SELL,SELL,SELL
2016-11-02,8500.0,8500.0,8200.0,127.0,51.901030345401146,HOLD,62.96296296296296,51.67901234567901,HOLD,-37.03703703703704,HOLD,-5.839918321570708,HOLD,59.98911838258658,HOLD,8363.785714285714,8346.920620625748,8276.819047619048,BUY,BUY,BUY
2016-12-02,8755.0,8755.0,8250.0,92.0,57.98230847593088,HOLD,81.85185185185185,61.85185185185185,SELL,-18.14814814814815,SELL,50.358545510954066,HOLD,66.3862318870583,HOLD,8382.0,8401.331204542315,8328.980952380953,BUY,BUY,BUY
2017-01-01,9000.0,9000.0,8755.0,90.0,62.843121372166124,HOLD,100.0,81.60493827160494,SELL,-0.0,SELL,137.263748934677,SELL,72.75434439949804,HOLD,8417.714285714286,8481.153710603341,8411.380952380954,BUY,BUY,BUY
2017-01-31,9000.0,9000.0,8820.0,151.0,62.843121372166124,HOLD,100.0,93.95061728395062,SELL,-0.0,SELL,126.06119261070369,SELL,68.46355970109892,HOLD,8417.714285714286,8550.33321585623,8489.019047619047,BUY,BUY,BUY
2017-03-02,9000.0,9000.0,8920.0,605.0,62.843121372166124,HOLD,100.0,100.0,SELL,-0.0,SELL,119.53492954970937,SELL,79.45179994534101,HOLD,8432.0,8610.2887870754,8566.657142857142,BUY,BUY,BUY
2017-04-01,9000.0,9000.0,9000.0,16.0,62.843121372166124,HOLD,100.0,100.0,SELL,-0.0,SELL,110.19971404538579,SELL,83.57635576855967,SELL,8467.714285714286,8662.250282132014,8642.390476190476,BUY,BUY,BUY
2017-05-01,9000.0,9000.0,8950.0,66.0,62.843121372166124,HOLD,100.0,100.0,SELL,-0.0,SELL,99.33605052085274,HOLD,86.41962091766875,SELL,8503.42857142857,8707.283577847746,8713.361904761905,BUY,BUY,BUY
2017-05-31,8800.0,9000.0,8800.0,25.0,55.28105680682167,HOLD,85.18518518518519,95.06172839506173,SELL,-14.814814814814815,SELL,68.21933186428072,HOLD,87.47363733670151,SELL,8549.857142857143,8719.645767468046,8752.904761904763,BUY,BUY,BUY
2017-06-30,8800.0,8800.0,8800.0,13.0,55.28105680682167,HOLD,80.01998001998003,88.40172173505506,SELL,-19.98001998001998,SELL,50.41959138857293,HOLD,88.68765904742855,SELL,8607.0,8730.359665138973,8786.257142857143,BUY,BUY,BUY
2017-08-29,7920.0,8400.0,7920.0,10.0,34.24987531798095,HOLD,0.0,55.068388401721734,BUY,-100.0,BUY,-80.43585184064182,HOLD,87.81077903579593,SELL,8601.285714285714,8622.311709787109,8694.657142857142,SELL,SELL,SELL
2017-09-28,7920.0,7920.0,7920.0,5.0,34.24987531798095,HOLD,0.0,26.673326673326674,BUY,-100.0,BUY,-98.61875076396531,HOLD,87.28497758753423,SELL,8595.57142857143,8528.67014848216,8603.819047619047,SELL,SELL,SELL
2017-10-28,7500.0,7500.0,7500.0,10.0,28.292050333480773,BUY,0.0,0.0,BUY,-100.0,BUY,-150.68662556500888,BUY,86.51378141451558,SELL,8552.714285714286,8391.51412868454,8457.742857142857,SELL,SELL,SELL
2017-11-27,7275.0,7275.0,7275.0,10.0,25.711706610456787,BUY,0.0,0.0,BUY,-100.0,BUY,-160.72304985691517,BUY,85.31844733412963,SELL,8476.42857142857,8242.645578193267,8287.38095238095,SELL,SELL,SELL
2017-12-27,7562.0,7562.0,7062.0,25.0,33.98265406854368,HOLD,25.799793601651185,8.599931200550396,HOLD,-74.20020639834881,HOLD,-128.0338893898406,BUY,89.08161661451223,SELL,8430.857142857143,8151.892834434165,8165.4571428571435,SELL,SELL,SELL
2018-01-26,7790.0,7790.0,7790.0,16.0,39.72403890519536,HOLD,37.56449948400413,21.121431028551772,HOLD,-62.43550051599587,HOLD,-71.1392900036309,HOLD,88.0551955168277,SELL,8380.142857142857,8103.64045650961,8080.0095238095255,SELL,SELL,SELL
2018-02-25,8030.0,8050.0,8030.0,10.0,45.13319309889455,HOLD,49.9484004127967,37.77089783281734,HOLD,-50.0515995872033,HOLD,-37.07920936614985,HOLD,87.14500531366745,SELL,8328.357142857143,8093.8217289749955,8033.323809523809,SELL,SELL,SELL
2018-04-26,8720.0,8720.0,8031.0,26.0,57.063129692312124,HOLD,85.55211558307533,57.68833849329206,SELL,-14.447884416924664,SELL,23.337824103618733,HOLD,86.2882061124282,SELL,8308.357142857143,8177.3121651116635,8085.542857142858,BUY,BUY,BUY
2018-05-26,8503.0,8503.0,8501.0,6.0,53.14913714760269,HOLD,74.35500515995872,69.95184038527692,HOLD,-25.644994840041278,HOLD,22.32447598929326,HOLD,83.89161327779419,SELL,8272.857142857143,8220.737209763442,8111.495238095237,BUY,BUY,BUY
