Date,Last trade price,Max,Min,Avg.,Price %chg.,Volume,Turnover in BEST in denars,Total turnover in denars,Close,RSI,RSI_Signal,Stoch_K,Stoch_D,Stoch_Signal,WilliamsR,WilliamsR_Signal,CCI,CCI_Signal,MFI,MFI_Signal
2014-11-24,600.0,600.0,600.0,"600,00","6,19",75.0,45.0,45.0,600.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2015-04-21,600.0,600.0,600.0,"600,00","0,00",120.0,72.0,72.0,600.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2015-07-21,600.0,600.0,600.0,"600,00","0,00",40.0,24.0,24.0,600.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2017-08-15,1000.0,1000.0,1000.0,"1.000,00","66,67",24.0,24.0,24.0,1000.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2017-08-16,1000.0,1000.0,1000.0,"1.000,00","0,00",75.0,75.0,75.0,1000.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2018-02-20,800.0,800.0,800.0,"800,00","-20,00",210.0,168.0,168.0,800.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2018-04-25,800.0,800.0,800.0,"800,00","0,00",200.0,160.0,160.0,800.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2018-05-16,886.0,886.0,886.0,"886,00","10,75",153.0,135.558,135.558,886.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2018-05-30,886.0,886.0,886.0,"886,00","0,00",10.0,8.86,8.86,886.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2018-08-17,2006.0,2006.0,2006.0,"2.006,00","126,41",30.0,60.18,60.18,2006.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2018-08-20,2000.0,2000.0,2000.0,"2.000,00","-0,30",15.0,30.0,30.0,2000.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2018-08-21,2000.0,2000.0,2000.0,"2.000,00","0,00",9.0,18.0,18.0,2000.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2018-08-22,1999.0,1999.0,1999.0,"1.999,00","-0,05",37.0,73.963,73.963,1999.0,,HOLD,,,HOLD,,HOLD,,HOLD,,HOLD
2018-09-06,2000.0,2000.0,2000.0,"2.000,00","0,05",104.0,208.0,208.0,2000.0,90.275344168778,SELL,99.57325746799431,,SELL,-0.4267425320056899,SELL,,HOLD,61.13154047228745,HOLD
2018-09-07,2000.0,2000.0,2000.0,"2.000,00","0,00",87.0,174.0,174.0,2000.0,90.275344168778,SELL,99.57325746799431,,SELL,-0.4267425320056899,SELL,,HOLD,61.13154047228745,HOLD
2018-09-10,2000.0,2000.0,2000.0,"2.000,00","0,00",7.0,14.0,14.0,2000.0,90.275344168778,SELL,99.57325746799431,99.57325746799431,SELL,-0.4267425320056899,SELL,,HOLD,61.13154047228745,HOLD
2018-09-12,2000.0,2000.0,2000.0,"2.000,00","0,00",10.0,20.0,20.0,2000.0,90.275344168778,SELL,99.50248756218906,99.54966749939256,SELL,-0.4975124378109453,SELL,,HOLD,61.13154047228745,HOLD
2018-09-19,2000.0,2000.0,2000.0,"2.000,00","0,00",95.0,190.0,190.0,2000.0,90.275344168778,SELL,99.50248756218906,99.52607753079081,SELL,-0.4975124378109453,SELL,,HOLD,59.750984533099704,HOLD
2018-09-20,2000.0,2000.0,2000.0,"2.000,00","0,00",21.0,42.0,42.0,2000.0,90.275344168778,SELL,99.50248756218906,99.50248756218906,SELL,-0.4975124378109453,SELL,,HOLD,59.750984533099704,HOLD
2018-09-24,2200.0,2200.0,2200.0,"2.200,00","10,00",3.0,6.6,6.6,2200.0,92.28763752363925,SELL,100.0,99.66832504145937,SELL,-0.0,SELL,80.59880008488147,HOLD,79.78557303991242,HOLD
2018-11-15,2021.0,2021.0,2021.0,"2.021,00","-8,14",150.0,303.15,303.15,2021.0,76.94190257454629,SELL,86.37747336377474,95.2933203086546,SELL,-13.622526636225267,SELL,55.806885671863384,HOLD,50.19725952992901,HOLD
2018-11-19,1999.0,1999.0,1999.0,"1.999,00","-1,09",74.0,147.926,147.926,1999.0,75.28496274647361,SELL,84.70319634703196,90.36022323693555,SELL,-15.296803652968036,SELL,48.97787091313557,HOLD,33.11324517756282,HOLD
2018-11-22,2058.0,2058.0,2058.0,"2.058,00","2,95",92.0,189.336,189.336,2058.0,76.73211661180179,SELL,29.35323383084577,66.81130118055081,HOLD,-70.64676616915423,HOLD,52.95092955162804,HOLD,45.53929480795365,HOLD
2018-11-28,2058.0,2058.0,2058.0,"2.058,00","0,00",15.0,30.87,30.87,2058.0,76.73211661180179,SELL,29.35323383084577,47.803221336241165,HOLD,-70.64676616915423,HOLD,49.90420899854861,HOLD,42.1216402930212,HOLD
2019-03-18,2100.0,2100.0,2100.0,"2.100,00","2,04",184.0,386.4,386.4,2100.0,77.80505352519074,SELL,50.24875621890547,36.318407960199,HOLD,-49.75124378109453,HOLD,54.40651436008369,HOLD,60.08446260572081,HOLD
2019-03-19,2037.0,2037.0,2037.0,"2.037,00","-3,00",30.0,61.11,61.11,2037.0,72.41120176916749,SELL,18.90547263681592,32.83582089552239,BUY,-81.09452736318408,BUY,41.19912912409981,HOLD,57.41697148897372,HOLD
2019-03-20,2106.0,2106.0,2106.0,"2.106,00","3,39",328.0,690.768,690.768,2106.0,74.49657117768834,SELL,53.233830845771145,40.796019900497505,HOLD,-46.766169154228855,HOLD,60.79989662079216,HOLD,74.30449156921472,HOLD
2019-04-12,2366.0,2366.0,2366.0,"2.366,00","12,35",260.0,615.16,615.16,2366.0,80.48304636030394,SELL,100.0,57.379767827529015,SELL,-0.0,SELL,225.5983601615723,SELL,78.66291736965985,HOLD
2019-04-16,2451.0,2451.0,2451.0,"2.451,00","3,59",150.0,367.65,367.65,2451.0,81.97285290146263,SELL,100.0,84.41127694859038,SELL,-0.0,SELL,290.99589420414355,SELL,81.49683898703081,SELL
2019-04-17,2524.0,2524.0,2524.0,"2.524,00","2,98",92.0,232.208,232.208,2524.0,83.16164555132407,SELL,100.0,100.0,SELL,-0.0,SELL,243.63243120179882,SELL,82.92888596770732,SELL
2019-04-24,2599.0,2599.0,2599.0,"2.599,00","2,97",30.0,77.97,77.97,2599.0,84.3066762480129,SELL,100.0,100.0,SELL,-0.0,SELL,208.8050314465408,SELL,83.36128185953315,SELL
